,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
4381,No,Company Invited,Tier-3,Small Business,Male,Standard,4 Star,Married,No,Yes,Senior Manager,38.0,16.0,4.0,4.0,3.0,1.0,3.0,27512.0
4382,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,5 Star,Married,Yes,Yes,Manager,53.0,13.0,4.0,4.0,5.0,4.0,2.0,24255.0
4383,Yes,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,18.0,3.0,2.0,2.0,3.0,1.0,23385.0
4384,No,Company Invited,Tier-3,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,25.0,31.0,3.0,4.0,2.0,4.0,2.0,21078.0
4385,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,39.0,17.0,4.0,4.0,5.0,3.0,2.0,28502.0
4386,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,38.0,7.0,4.0,4.0,8.0,1.0,3.0,25125.0
4387,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Married,Yes,Yes,VP,50.0,25.0,3.0,5.0,4.0,3.0,1.0,38180.0
4388,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,25.0,30.0,3.0,2.0,3.0,4.0,1.0,21403.0
4389,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Married,No,No,Manager,27.0,35.0,4.0,4.0,3.0,3.0,1.0,24950.0
4390,No,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Married,No,Yes,Executive,25.0,24.0,4.0,5.0,3.0,3.0,2.0,20805.0
4391,No,Company Invited,Tier-2,Small Business,Male,King,4 Star,Married,No,Yes,VP,51.0,10.0,4.0,4.0,5.0,1.0,3.0,36878.0
4392,No,Self Enquiry,Tier-3,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,26.0,20.0,3.0,4.0,3.0,3.0,2.0,20774.0
4393,Yes,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,25.0,14.0,3.0,4.0,3.0,4.0,1.0,21564.0
4394,Yes,Company Invited,Tier-3,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,31.0,19.0,4.0,5.0,3.0,5.0,3.0,20711.0
4395,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,35.0,7.0,3.0,5.0,3.0,1.0,2.0,22300.0
4396,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Married,No,No,Manager,32.0,20.0,3.0,4.0,4.0,1.0,2.0,22911.0
4397,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,36.0,32.0,3.0,5.0,6.0,1.0,1.0,22359.0
4398,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,32.0,13.0,4.0,2.0,6.0,5.0,2.0,24138.0
4399,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,No,Executive,28.0,13.0,4.0,5.0,2.0,1.0,2.0,20865.0
4400,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,38.0,9.0,4.0,4.0,6.0,3.0,3.0,28280.0
4401,No,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Unmarried,No,No,Executive,21.0,7.0,3.0,5.0,3.0,4.0,2.0,21514.0
4402,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,43.0,9.0,3.0,4.0,3.0,1.0,1.0,22767.0
4403,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,Yes,Yes,AVP,44.0,13.0,3.0,5.0,6.0,3.0,2.0,35305.0
4404,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Unmarried,No,No,Executive,39.0,7.0,3.0,4.0,5.0,1.0,2.0,21297.0
4405,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,44.0,16.0,4.0,4.0,5.0,3.0,3.0,24357.0
4406,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,5 Star,Married,No,No,AVP,49.0,7.0,3.0,5.0,2.0,4.0,1.0,34080.0
4407,No,Self Enquiry,Tier-2,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,45.0,7.0,3.0,5.0,6.0,5.0,2.0,24663.0
4408,No,Self Enquiry,Tier-3,Large Business,Female,Multi,3 Star,Married,Yes,Yes,Executive,35.0,21.0,3.0,4.0,3.0,5.0,1.0,21257.0
4409,Yes,Self Enquiry,Tier-3,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,28.0,9.0,3.0,4.0,2.0,5.0,2.0,21719.0
4410,No,Self Enquiry,Tier-3,Large Business,Male,Multi,3 Star,Unmarried,No,No,Executive,22.0,29.0,3.0,4.0,3.0,1.0,1.0,22125.0
4411,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Married,Yes,No,VP,45.0,10.0,3.0,4.0,4.0,1.0,2.0,38191.0
4412,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,23.0,13.0,4.0,4.0,2.0,1.0,2.0,21451.0
4413,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,34.0,15.0,3.0,4.0,2.0,1.0,1.0,25782.0
4414,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,33.0,16.0,4.0,4.0,3.0,5.0,3.0,25000.0
4415,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Married,No,Yes,Executive,31.0,10.0,4.0,4.0,3.0,3.0,2.0,20761.0
4416,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,54.0,7.0,3.0,4.0,2.0,1.0,2.0,27059.0
4417,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,7.0,3.0,4.0,3.0,3.0,2.0,21369.0
4418,Yes,Company Invited,Tier-3,Salaried,Female,Super Deluxe,5 Star,Married,No,No,Manager,46.0,33.0,4.0,4.0,4.0,1.0,3.0,22964.0
4419,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,27.0,13.0,4.0,4.0,3.0,1.0,2.0,21337.0
4420,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,38.0,10.0,3.0,4.0,3.0,1.0,1.0,28112.0
4421,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,30.0,10.0,4.0,4.0,3.0,1.0,1.0,24239.0
4422,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,36.0,13.0,3.0,6.0,3.0,5.0,2.0,25324.0
4423,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,34.0,13.0,2.0,4.0,5.0,5.0,1.0,26403.0
4424,No,Self Enquiry,Tier-2,Small Business,Male,Standard,4 Star,Married,No,Yes,Senior Manager,55.0,26.0,3.0,4.0,4.0,3.0,2.0,29403.0
4425,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Married,Yes,No,Manager,37.0,16.0,3.0,5.0,4.0,4.0,2.0,27525.0
4426,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,No,Yes,Executive,28.0,10.0,3.0,5.0,2.0,1.0,2.0,20723.0
4427,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,Yes,Yes,Executive,21.0,16.469132003842503,3.0,4.0,3.0,5.0,2.0,19687.0
4428,Yes,Company Invited,Tier-1,Salaried,Male,Multi,5 Star,Unmarried,Yes,Yes,Executive,34.0,10.0,4.0,4.0,3.0,5.0,1.0,22026.0
4429,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,36.0,10.0,3.0,4.0,3.0,1.0,2.0,19959.0
4430,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,No,No,Executive,24.0,11.0,3.0,2.0,4.0,4.0,2.0,21497.0
4431,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,26.0,15.0,3.0,2.0,2.0,4.0,1.0,23529.0
4432,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,39.0,14.0,3.0,5.0,2.0,1.0,1.0,22706.0
4433,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,30.0,7.0,4.0,6.0,3.0,1.0,3.0,21398.0
4434,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Married,No,No,Manager,49.0,9.0,3.0,2.0,5.0,3.0,2.0,26798.0
4435,No,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,28.0,10.0,4.0,2.0,3.0,1.0,1.0,23325.0
4436,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Unmarried,No,Yes,Executive,38.0,17.0,4.0,2.0,5.0,4.0,3.0,23358.0
4437,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,51.0,35.0,4.0,2.0,3.0,1.0,2.0,21899.0
4438,No,Self Enquiry,Tier-1,Small Business,Female,Standard,4 Star,Unmarried,No,Yes,Senior Manager,35.0,16.0,3.0,5.0,3.0,1.0,1.0,27299.0
4439,Yes,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,25.0,10.0,4.0,4.0,2.0,1.0,2.0,23255.0
4440,No,Self Enquiry,Tier-1,Large Business,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,40.0,9.0,4.0,5.0,3.0,1.0,2.0,23231.0
4441,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,33.0,17.0,3.0,4.0,3.0,4.0,2.0,24074.0
4442,Yes,Company Invited,Tier-3,Large Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,51.0,15.0,3.0,4.0,5.0,5.0,1.0,25474.0
4443,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,39.0,7.0,3.0,2.0,2.0,1.0,1.0,26303.0
4444,No,Self Enquiry,Tier-1,Salaried,Female,Standard,5 Star,Married,No,No,Senior Manager,28.0,7.0,4.0,4.0,3.0,4.0,3.0,26090.0
4445,No,Self Enquiry,Tier-1,Salaried,Female,Standard,3 Star,Single,No,Yes,Senior Manager,33.0,10.0,3.0,4.0,5.0,1.0,1.0,29837.0
4446,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,48.0,21.0,3.0,4.0,4.0,1.0,2.0,23638.0
4447,No,Company Invited,Tier-3,Salaried,Male,Standard,5 Star,Married,Yes,No,Senior Manager,41.0,12.0,3.0,5.0,7.0,5.0,1.0,29153.0
4448,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,No,AVP,54.0,14.0,3.0,2.0,5.0,1.0,2.0,33492.0
4449,No,Self Enquiry,Tier-2,Salaried,Male,King,3 Star,Married,No,Yes,VP,42.0,17.0,4.0,5.0,4.0,1.0,2.0,37819.0
4450,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,61.0,23.0,3.0,4.0,2.0,4.0,2.0,24083.0
4451,No,Company Invited,Tier-1,Salaried,Male,Standard,5 Star,Married,No,No,Senior Manager,28.0,17.0,3.0,4.0,3.0,3.0,2.0,27471.0
4452,No,Self Enquiry,Tier-2,Salaried,Male,King,3 Star,Married,No,Yes,VP,42.0,7.0,3.0,5.0,4.0,1.0,2.0,37867.0
4453,No,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Married,No,No,Executive,51.0,15.0,3.0,4.0,2.0,1.0,2.0,22553.0
4454,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Single,Yes,Yes,Executive,29.0,7.0,4.0,6.0,2.0,1.0,3.0,20894.0
4455,No,Company Invited,Tier-1,Salaried,Female,Standard,5 Star,Married,No,No,Senior Manager,37.0,15.0,4.0,2.0,2.0,3.0,2.0,30391.0
4456,No,Self Enquiry,Tier-1,Salaried,Female,Standard,3 Star,Unmarried,Yes,No,Senior Manager,39.0,7.0,3.0,4.0,6.0,1.0,2.0,26539.0
4457,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Unmarried,No,No,Executive,45.0,31.0,3.0,6.0,4.0,3.0,1.0,22386.0
4458,No,Company Invited,Tier-3,Small Business,Female,Deluxe,3 Star,Married,Yes,Yes,AVP,48.0,10.0,3.0,4.0,2.0,5.0,1.0,32448.0
4459,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,31.0,34.0,4.0,4.0,2.0,3.0,3.0,23982.0
4460,No,Self Enquiry,Tier-3,Salaried,Male,Multi,3 Star,Unmarried,No,Yes,Executive,30.0,17.0,4.0,4.0,3.0,4.0,1.0,21320.0
4461,Yes,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,43.0,26.0,3.0,2.0,8.0,3.0,1.0,21437.0
4462,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,44.0,22.0,3.0,5.0,5.0,5.0,1.0,25482.0
4463,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,35.0,15.0,4.0,4.0,5.0,4.0,2.0,24820.0
4464,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,24.0,16.0,3.0,4.0,3.0,3.0,1.0,21178.0
4465,No,Self Enquiry,Tier-2,Salaried,Female,Super Deluxe,4 Star,Married,No,No,Manager,40.0,10.0,3.0,2.0,2.0,1.0,1.0,25067.0
4466,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,3 Star,Married,No,No,AVP,57.0,16.0,3.0,4.0,2.0,4.0,1.0,29781.0
4467,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Single,Yes,No,Executive,41.0,9.0,3.0,5.0,2.0,3.0,1.0,21020.0
4468,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,28.0,14.0,3.0,5.0,2.0,3.0,1.0,25489.0
4469,No,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Married,No,Yes,Executive,30.0,17.0,3.0,4.0,3.0,1.0,1.0,20975.0
4470,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,54.0,13.0,3.0,4.0,4.0,5.0,2.0,21128.0
4471,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,36.0,9.0,4.0,4.0,4.0,4.0,3.0,23771.0
4472,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,31.0,4.0,4.0,3.0,4.0,3.0,23987.0
4473,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,39.0,9.0,4.0,4.0,8.0,4.0,3.0,21735.0
4474,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,35.0,15.0,3.0,4.0,5.0,5.0,2.0,23799.0
4475,No,Self Enquiry,Tier-3,Small Business,Male,Deluxe,5 Star,Married,No,Yes,AVP,53.0,10.0,3.0,5.0,3.0,5.0,2.0,35534.0
4476,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Unmarried,Yes,Yes,Executive,34.0,7.0,4.0,4.0,3.0,3.0,1.0,21364.0
4477,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,26.0,33.0,3.0,4.0,3.0,4.0,1.0,24858.0
4478,No,Self Enquiry,Tier-3,Large Business,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,46.0,9.0,3.0,6.0,2.0,5.0,2.0,25310.0
4479,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Unmarried,No,No,Executive,24.0,17.0,4.0,2.0,3.0,1.0,2.0,22183.0
4480,Yes,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,48.0,34.0,4.0,2.0,6.0,4.0,2.0,25075.0
4481,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,35.0,9.0,3.0,4.0,3.0,5.0,2.0,24952.0
4482,Yes,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Married,Yes,Yes,VP,56.0,9.0,4.0,4.0,7.0,1.0,1.0,38537.0
4483,No,Company Invited,Tier-3,Salaried,Male,Standard,5 Star,Unmarried,No,No,Senior Manager,37.0,15.0,4.0,5.0,3.0,1.0,1.0,26265.0
4484,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,53.0,26.0,3.0,4.0,2.0,3.0,1.0,22936.0
4485,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,27.0,7.0,4.0,6.0,5.0,4.0,1.0,23042.0
4486,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,30.0,34.0,4.0,4.0,6.0,1.0,2.0,23013.0
4487,Yes,Self Enquiry,Tier-3,Large Business,Male,Super Deluxe,5 Star,Unmarried,No,No,Manager,27.0,15.0,3.0,5.0,8.0,3.0,1.0,24004.0
4488,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Unmarried,No,Yes,Executive,35.0,7.0,4.0,2.0,4.0,1.0,2.0,21958.0
4489,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Married,Yes,No,Manager,55.0,26.0,4.0,4.0,2.0,3.0,3.0,24163.0
4490,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,28.0,15.0,3.0,4.0,2.0,3.0,2.0,23020.0
4491,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,Yes,Yes,Executive,38.0,17.0,3.0,4.0,2.0,3.0,1.0,21460.0
4492,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,5 Star,Unmarried,Yes,No,Manager,39.0,9.0,4.0,2.0,8.0,1.0,1.0,24658.0
4493,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Unmarried,No,Yes,Executive,35.0,9.0,3.0,5.0,3.0,1.0,1.0,23059.0
4494,No,Self Enquiry,Tier-3,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,36.0,15.0,4.0,4.0,3.0,3.0,3.0,21250.0
4495,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,7.0,3.0,6.0,5.0,4.0,1.0,22511.0
4496,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,4 Star,Married,No,No,Manager,41.0,9.0,3.0,2.0,3.0,3.0,1.0,22922.0
4497,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,35.0,15.0,4.0,4.0,7.0,1.0,3.0,25178.0
4498,No,Company Invited,Tier-1,Salaried,Male,King,3 Star,Married,No,Yes,VP,43.0,15.0,4.0,4.0,4.0,5.0,2.0,37108.0
4499,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,Yes,No,Executive,24.0,13.0,4.0,2.0,3.0,3.0,1.0,20279.0
4500,No,Company Invited,Tier-1,Salaried,Male,Multi,4 Star,Married,No,No,Executive,25.0,16.0,3.0,5.0,3.0,5.0,2.0,21372.0
4501,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,53.0,18.0,3.0,4.0,2.0,1.0,1.0,21827.0
4502,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,3 Star,Married,No,No,AVP,51.0,9.0,4.0,4.0,4.0,1.0,2.0,36317.0
4503,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,Yes,No,Executive,30.0,7.0,3.0,5.0,3.0,1.0,1.0,20997.0
4504,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,34.0,14.0,3.0,4.0,2.0,4.0,1.0,30369.0
4505,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Unmarried,No,Yes,Manager,34.0,23.0,4.0,4.0,7.0,3.0,1.0,24002.0
4506,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Married,Yes,Yes,AVP,48.0,9.0,3.0,4.0,3.0,4.0,2.0,35430.0
4507,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,37.0,7.0,3.0,4.0,2.0,5.0,2.0,23906.0
4508,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,30.0,30.0,3.0,2.0,3.0,1.0,2.0,21378.0
4509,Yes,Self Enquiry,Tier-1,Salaried,Male,King,4 Star,Single,Yes,Yes,VP,59.0,9.0,3.0,4.0,5.0,3.0,1.0,37924.0
4510,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,36.0,7.0,3.0,2.0,5.0,3.0,2.0,21184.0
4511,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,43.0,7.0,3.0,5.0,2.0,3.0,1.0,24740.0
4512,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Unmarried,No,Yes,Executive,29.0,9.0,3.0,4.0,8.0,3.0,2.0,23060.0
4513,No,Self Enquiry,Tier-2,Salaried,Male,Multi,4 Star,Married,No,Yes,Executive,37.0,20.0,3.0,4.0,6.0,3.0,2.0,20821.0
4514,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,11.0,4.0,5.0,3.0,4.0,2.0,24840.0
4515,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,41.0,23.0,3.0,5.0,8.0,5.0,1.0,23772.0
4516,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Unmarried,Yes,Yes,Manager,31.0,9.0,3.0,5.0,7.0,1.0,2.0,25555.0
4517,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,46.0,9.0,4.0,5.0,3.0,3.0,1.0,20952.0
4518,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,43.0,36.0,4.0,4.0,3.0,3.0,1.0,23112.0
4519,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,39.0,19.0,2.0,5.0,4.0,5.0,1.0,24966.0
4520,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,35.0,23.0,4.0,5.0,3.0,5.0,3.0,21231.0
4521,Yes,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,No,No,Senior Manager,50.0,18.0,3.0,4.0,3.0,4.0,1.0,26332.0
4522,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,56.0,9.0,3.0,4.0,6.0,1.0,1.0,23838.0
4523,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,5 Star,Married,No,Yes,AVP,44.0,21.0,4.0,4.0,4.0,5.0,2.0,35837.0
4524,No,Self Enquiry,Tier-1,Large Business,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,28.0,12.0,3.0,5.0,3.0,3.0,2.0,31486.0
4525,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Single,No,No,Senior Manager,36.0,14.0,3.0,4.0,5.0,3.0,2.0,28899.0
4526,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,29.0,9.0,3.0,4.0,3.0,3.0,2.0,23457.0
4527,No,Self Enquiry,Tier-2,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,10.0,3.0,4.0,2.0,1.0,1.0,22415.0
4528,Yes,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Married,Yes,No,Executive,27.0,12.0,3.0,5.0,3.0,1.0,2.0,21044.0
4529,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,28.0,10.0,3.0,4.0,3.0,1.0,1.0,20384.0
4530,No,Self Enquiry,Tier-3,Small Business,Female,Deluxe,3 Star,Married,No,Yes,AVP,52.0,33.0,4.0,4.0,4.0,3.0,2.0,34985.0
4531,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Unmarried,No,Yes,Manager,45.0,11.0,3.0,4.0,2.0,1.0,2.0,24611.0
4532,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Unmarried,No,No,Executive,26.0,9.0,4.0,2.0,2.0,1.0,2.0,22102.0
4533,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Married,No,No,Manager,34.0,7.0,3.0,2.0,3.0,4.0,2.0,22715.0
4534,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Single,No,No,Executive,36.0,34.0,3.0,5.0,3.0,4.0,2.0,21237.0
4535,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,37.0,7.0,3.0,4.0,3.0,3.0,2.0,24879.0
4536,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,33.0,20.0,4.0,4.0,4.0,1.0,3.0,23081.0
4537,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,31.0,12.0,4.0,5.0,2.0,5.0,1.0,22439.0
4538,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,Yes,No,Senior Manager,54.0,14.0,4.0,5.0,2.0,1.0,2.0,29612.0
4539,No,Self Enquiry,Tier-3,Small Business,Male,Standard,5 Star,Married,Yes,No,Senior Manager,46.0,16.0,4.0,4.0,6.0,1.0,1.0,29439.0
4540,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,15.0,4.0,2.0,7.0,3.0,3.0,23853.0
4541,No,Company Invited,Tier-1,Small Business,Female,Deluxe,3 Star,Married,No,No,AVP,53.0,32.0,3.0,5.0,5.0,5.0,2.0,32504.0
4542,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,38.0,23.0,4.0,5.0,6.0,5.0,1.0,25012.0
4543,No,Self Enquiry,Tier-2,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,29.0,15.0,4.0,5.0,3.0,1.0,1.0,23614.0
4544,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,23.0,7.0,3.0,5.0,8.0,1.0,2.0,23453.0
